gender,age_group,Sociability,Assertiveness,Energy Level,Compassion,Respectfulness,Trust,Organization,Productiveness,Responsibility,Anxiety,Depression,Emotional Volatility,Intellectual Curiosity,Aesthetic Sensitivity,Creative Imagination
female,18-40,2.960042309541376,3.2860085428748627,2.7191125232232256,3.773057082195151,4.120662363412469,3.225755533190432,2.9745443067053925,2.397948927438571,2.372551393167494,4.166808662709552,3.2605014077570633,2.158931123091909,4.167381312208235,3.4234631369440285,4.285469314567026
female,18-40,2.689453453270908,3.106666263883617,2.876120589156215,4.5827926118215885,4.6455936912577265,4.405693087721133,2.922147046822599,3.0162717643863703,4.030479696789124,2.930651002891865,3.084497485623602,2.1755853620762915,3.2815780239571737,1.9489543901731468,3.580117524923529
male,18-40,2.461146108211913,2.9217839054172856,5.0,4.856637280597432,4.607662031814604,4.698381921713029,3.104117348438257,3.9751716342029297,3.5585574136580482,3.856190261337823,1.7856716739714227,2.895977100890926,4.949500020615089,3.8945727770547944,4.353305636246077
female,18-40,4.331629574712945,4.652133451101196,3.6763533496690375,4.345099928819689,3.7898616916031584,1.569854059548932,3.4414088409677785,4.028419048031275,4.152194014585595,3.620265418997546,2.671399546720398,3.153483869618694,4.121887007147295,4.645866803485246,4.105015580945262
female,18-40,4.323586614102847,2.566055708774144,4.4105736971948435,3.4581544089272045,4.091660716333173,3.4112778978478886,1.705576275655804,2.542319155702324,3.0869405935815557,1.7142393225526498,1.0,1.2502070705234258,4.102493321709442,4.3845878291636025,5.0
female,18-40,3.055047828589868,1.2019424309074478,3.1529674703077957,3.600217353537872,3.990471958217234,3.198217178073961,3.1983866717082132,3.2109178340391247,2.022613365031236,4.267958598647181,3.151025099090713,3.479081242199934,4.422072198085405,3.8589057791483485,3.6212122994309346
male,18-40,2.025246088752237,2.7790951037810796,2.5492264463714625,2.805259280746028,3.3877908625020763,2.677401996357819,3.7891951946038445,3.1074487543755316,3.7792360360840083,3.680134198757487,2.638193659369229,2.076691625277106,3.4222388854456556,2.791121365255128,3.4154702959638343
female,18-40,3.285286312824535,2.4086379946971235,2.755946827464482,2.853957509710982,2.875382316308408,2.478200424584218,5.0,4.114791112650419,3.5734912775071104,4.492412168622369,3.2077783885846074,4.766765596937263,2.9474427798768437,3.11035929067953,2.9222638426084626
male,18-40,3.2907961992217065,3.7018399103227884,3.1415157704532577,3.388608974441722,3.302073609692644,3.360494889547067,2.52103839225846,2.7032861285321323,2.6554373671632776,3.5867599131430943,3.2015855696476843,3.3799880562174494,3.9881015650099108,3.508904043228649,3.9655739304822584
male,18-40,1.0,2.146352986149596,2.319972937051827,3.0918849475433063,2.925287826569053,1.5543935811224219,1.8369267561762432,1.9305812755275613,3.2133850083328435,3.9711361230309197,4.332971385977363,4.084163210202593,3.9268132450799667,1.8431498921458564,3.150461024857992
male,18-40,5.0,4.038114925996333,3.926951569690651,4.281647292196565,3.392073832701381,3.816335442539606,1.8204861585064642,2.733390057420736,2.5797943156061427,3.132729039230898,2.767224459203071,3.40817816237206,4.998924749664406,5.0,4.7004872648158385
female,18-40,2.7917845369724157,2.5258228673182996,1.440045132985584,4.097832899162623,4.633745411408285,4.601259019471764,3.314967493773847,3.312575437691831,3.9408831649333385,3.207181685832179,2.6890256671242403,3.6385882783975854,3.678315501234624,4.485154651344828,3.481870157622271
male,40+,2.8647525780253598,5.0,3.417376916791442,3.9855196468569396,4.040529853124662,3.7640313256415556,3.985464471794303,5.0,3.9727079338347733,3.115415070216553,1.6577933470764274,2.9507364485661114,3.682805099443496,3.6968928497322184,3.850513922694461
male,40+,2.393464118211916,2.150680660265222,3.087568558398128,3.0054982459272304,4.099398511981532,2.8835959072613986,2.942134395387634,2.254326978609721,2.4120146369605227,1.9059565584057516,1.8618188110591833,1.167435156558189,3.7371048556106303,3.3883247430976584,4.358721327401452
male,18-40,3.0487143640809795,3.760224222690634,3.4190694017476297,3.601501983017624,4.008943045471915,2.9251001562934777,3.1498552499004324,2.226020638958123,3.461958293119936,3.005680823091772,1.6369715482536769,2.71868108203191,3.2253437448763713,3.3835464368669292,3.219487621698094
female,18-40,2.4646650152765996,3.0867996052481814,4.115589322687422,4.351524412709442,4.53830862418456,3.249586791082902,3.8880370058271883,3.30488518742696,4.473444982091278,4.374994910219266,3.216450672970779,3.155042640160141,3.8797726567633064,5.0,4.138168109796101
female,18-40,2.343533512265601,2.720839372481735,3.999378035210949,4.587384242787727,5.0,5.0,3.0445569946122535,3.975935958622669,4.387401762700812,2.3665726512539544,2.289227182730703,1.2030552519240438,3.4315264554862415,4.132735346591887,3.578752011404891
female,40+,4.870561589753352,3.6912622875637764,4.649129569770107,3.7741695496703866,5.0,3.921981099143412,4.267781137937708,3.609686750100187,5.0,2.7286833880876173,2.112519132572257,1.4287669682713289,3.0800650218787187,2.5973969029017274,3.7808379067611098
female,18-40,3.4096482083901547,4.2996460668035015,4.702943596191946,2.750689591622283,4.832027379237989,2.857795035036251,3.429110221998274,4.00920312069205,4.352652793840747,3.204381395239473,2.631670485021952,2.131540825197227,4.255803515619481,3.7975084957479286,3.804800111193383
female,40+,3.916762658307979,5.0,4.496374227123498,5.0,4.766312009358675,3.0595716353985822,3.81698406482439,2.752905586721011,3.885000931639027,3.752312949245987,1.4629438632657967,2.7871133190944306,5.0,5.0,5.0
female,18-40,3.0061027225721126,3.91556040198037,3.442614560371867,2.699756308930634,2.5855316544400067,2.063741007137926,1.6963529899872667,4.003238264773067,2.7467989289178623,4.0403693184680245,4.354995249214188,4.179404041579646,3.8496608289691143,2.7914650620010804,4.6296784064990755
female,18-40,1.5089697300165497,3.0389708240251605,1.9088711062383956,3.236300775113362,3.533382391798367,2.3480724663551213,2.1505712116725975,1.0939188139040783,2.654955632059375,4.064233173243138,4.3642400717073855,3.198076365890155,3.333726212432139,3.9073455867591558,3.3870190052514513
male,18-40,2.531176542622124,2.8972442887374377,2.6690074984803522,4.017989311581754,4.090441007671858,3.012975852147413,3.347911049204035,1.9747906415883754,1.7716340564016368,4.021910520697385,5.0,3.3738928323601627,5.0,5.0,4.461219326846303
female,40+,1.5733717555461975,1.9138244686364987,2.6498738338982264,1.8012229487323705,2.1411346521343537,1.93996699639617,1.7645365840176577,1.0,1.578806880392666,4.912918899605026,4.449988743504511,4.051268772597027,3.414786805320174,3.374722544720079,4.588054988346346
male,18-40,2.102481237612154,2.9330271871308105,3.5334579422595445,5.0,3.7407382789506496,5.0,3.0524022959187898,2.1826791041001607,3.328243663958571,3.801267735011006,4.245746146816778,3.634290809181886,4.324013607207781,3.566823176760824,3.64566601213772
male,18-40,2.870020341288683,2.047920606929105,2.930157390522091,3.9860447836936457,3.668256210042591,2.274165967267922,3.9037036220686976,3.068144265215437,2.8980912056752417,3.521673003325958,3.9592863368755293,4.6926655072097265,3.0506036278129187,2.620332579630686,3.6837106781495472
female,40+,2.6983130861119755,1.8999512340380824,2.464081388735015,3.8295250408472987,4.451220792337765,2.995929502791254,4.806262841481447,3.2609066835353975,3.404202430220257,3.265681716606657,3.5733174996620143,4.049432827995492,2.165141436158138,3.2022163421753516,3.329531857536886
male,18-40,3.874238542780307,3.0477091519155493,3.4817156376009932,4.067026763351252,4.228203530434705,2.4109251210874083,3.3844933954708827,4.779083882724765,3.7998524289256395,2.8630049201073184,2.7778690173564455,2.9234693653307544,4.456852509939361,2.833980934752322,3.6900262836724838
female,18-40,1.3407948335384592,1.5754287726074665,2.8576278631540797,3.2187103377647266,2.9683349323186485,1.0,5.0,3.6925547300928083,3.5371094434943013,4.474806527518813,3.7704255008257714,4.100784401240311,3.425503258122969,3.166592862857719,2.426500336327905
male,18-40,1.8876889742711183,1.8671766573694244,3.092420564595278,3.2937432663193427,3.4982578687787482,2.0825126665535327,2.3949705282913727,2.0986628098031535,2.4230507117363635,4.53548346763802,4.54263021490072,4.229993748285872,2.662620173643125,1.2470492322246152,2.626590159562392
female,40+,1.5583205269812788,3.000673117973802,2.348669295258756,2.566844339030017,3.17140425220888,2.1397584130003207,4.256350359536322,2.7340961222784728,2.717321902023444,3.0331848281236033,2.429433501951179,2.10357750899984,4.237406882314021,3.2648092830664783,3.939976693757015
male,18-40,2.1884644979029186,1.8421218079613684,3.7501167039628194,4.428609189191665,5.0,2.909658602090995,4.374560886241889,3.3706736072543517,4.0057650775497615,5.0,4.732914081201094,4.141561680656055,4.380024354947822,4.976347515025119,3.4647685809056923
female,40+,2.808468658018425,3.672786111019023,4.183957088726173,4.170757934005133,4.24535818418693,4.502979480361497,3.698317056386741,2.746989676726601,3.0090490825285725,3.0784620770053928,2.0824717996919597,2.825640617547179,4.257104242116144,5.0,3.5594867101856353
female,18-40,3.3461154106808677,3.893791314408611,2.783407731417551,3.0239599341538503,2.9340994891820684,4.584753358559086,2.1696239863341704,2.956829161038339,2.9911367909783104,3.0946097336757177,3.049382234283975,2.2499241576041635,4.285283141136777,4.729880485112266,3.8003015498653907
female,40+,3.350027412056278,4.180505498640877,3.3754190231149384,3.4233664446671392,3.2337092725471135,2.1140494683871167,2.4001065617586868,2.1265280005839378,3.598054049256412,2.9276347674540832,2.086870275336585,3.7289076652176414,3.7358613157887737,3.1014179317161386,4.689705223334434
male,40+,2.764564884206022,4.236896012012816,3.5924461899463584,4.32609736721767,4.35064652096315,4.022203677719995,1.4735943133459088,2.3050927650721005,3.361813006125573,4.434456434718783,3.281725058881497,2.0997713293841893,4.968329094641485,4.568966570223441,5.0
male,18-40,2.0650661720814196,2.9961563628811354,3.127708108886308,2.5059241165456023,3.4110077975573847,3.157423049251708,3.4499478577141525,2.736930081462587,2.711954105834287,3.715601081006988,2.6558880765757626,3.1668115389293385,4.225795183826253,4.168518210143834,4.541720458015107
female,40+,5.0,4.56588198818184,5.0,4.272612575598107,3.8472343230983386,3.4330002972010045,3.317138922205997,2.858774807196362,3.7802053962506013,5.0,3.86537924438411,3.776540913612661,3.8648083903275783,3.7517836923822383,4.135048716165622
female,40+,4.237279817308591,4.032350384016021,3.945100766128092,3.686553442827195,3.8894477935817315,3.9821855309053764,1.1661019290423482,1.3732215078351033,3.292559442219406,3.8770746859330707,1.85495524901063,2.454225441454601,4.018006935233579,3.359244615082941,2.974171736111986
female,40+,2.926772793733555,3.5368314358981263,4.110168054747797,4.220595202369415,4.63907746710066,4.197554381213349,3.321846692635985,2.5384886033076706,4.2505981580566425,2.4101847603375264,1.3353473857312732,2.0158854018795394,3.504041994559909,1.8515109073046803,3.030286335789177
female,18-40,2.341248739458117,1.6254746511530445,2.098832431963488,3.876864162618794,4.4451552161092796,3.3723114970900383,1.23267732661649,1.667583384165729,3.6258528332654625,5.0,5.0,4.217515195341437,4.8006705705212145,4.211180060851625,4.386079925583761
female,18-40,3.2253429943565695,2.222930221785962,5.0,5.0,5.0,4.296300251608683,2.7621789985460126,3.793747086997341,4.640567677054817,2.491530441752817,2.2696756862589087,2.639186498641806,4.834231062349159,4.149140819230073,3.9285972148381396
female,18-40,4.201488140451573,4.7155189613805835,4.487370550055026,4.96952543570277,3.7090620573805433,3.5198055371731556,2.359136369174803,3.362018414123807,3.843729622380115,3.201861953630928,3.2125710008139,2.5081210319361658,4.828332047753957,4.5412279316071835,4.504576717588007
male,18-40,2.8176809816620763,2.6318137815582654,3.123092060918431,2.855710517641486,3.790251503601371,4.0913971677166,3.312288393515529,2.951833509691279,4.405652561990898,2.902750603195892,2.5966677103926674,2.000606901069631,4.783962491842626,3.8393178561446915,4.979476531621039
male,18-40,5.0,4.472083886273513,5.0,4.47777762959319,4.187753400213287,3.7431013148598176,3.882374053014741,4.869513853219388,3.370691230784899,2.8173783669956376,1.625846574351249,2.3261512338067636,4.926053052852273,3.72114375540638,5.0
female,18-40,2.598653272848927,3.232186811203299,3.090336990719319,4.557161590790273,3.7218737376069164,3.3001537772064093,3.492981686330889,4.120077449597359,4.297581641413098,3.448684120515037,1.9180750074538644,2.9916833304016106,5.0,3.8063127800757193,4.412077697648943
male,18-40,3.0725790194856573,2.8953775171458265,4.737462815893631,4.560133455769273,3.276639526083003,2.981884049780862,3.9824664543716963,3.5404865230394784,2.978979334282599,2.8663631909563834,3.145321487984695,3.6077313641778326,4.823481879970842,5.0,4.488701474176645
female,18-40,2.569694785369068,3.075866091412617,2.3450338065401937,3.6755938837325752,3.579376124354807,3.703539823615116,3.4285031992640835,3.401717133472377,2.880952768083803,2.961853674959222,3.5589569380419652,3.4976174103079813,3.577930736520771,5.0,4.568222430641525
male,18-40,2.3154750539390716,3.1815359753043384,2.668516678409169,3.604114503313664,3.5468013619253194,2.662587372725883,3.445850874135954,3.9634646738776405,3.5607080609372006,3.7608950088728443,3.3138970070869336,4.581379856218797,3.5256846579616727,4.063426828520391,4.010625998247988
female,40+,3.2065510042524026,3.0744460721988487,4.4686653562187155,5.0,5.0,4.987511698475297,3.0605626423603196,1.8965479464050157,4.164779591931911,1.8527235872456962,2.832209324003989,1.4562964957578306,3.2919764445525797,5.0,4.095879605149107
male,40+,1.6935612824101876,3.9124073302484614,2.9601870623197524,2.2176130578872093,3.045913111052715,2.457537118409657,4.287394218767393,4.0235500701750215,4.112119678037976,3.9746265644688865,3.9458997171707577,3.515937820341699,3.656519308242282,2.511261831611536,4.134007649283142
male,18-40,2.7894474224391788,2.5145479324053177,4.290434275501386,3.7249491943835453,3.3052133549619622,2.8046219389841913,3.3082905302196703,1.6313512265913652,2.08942901918474,3.1699360340533436,3.0924430353384764,2.880436931389998,3.652502444422785,3.41887529417712,2.857652839616886
male,18-40,1.0,3.9001120788702286,3.040534179431954,2.5560425582495263,2.95776276515976,1.991804659168232,3.4362602710534467,3.2549140701643564,3.4642012183917856,3.5257602812595414,2.8749266039457133,2.6447520592437552,4.705657349031666,4.58466327347576,4.1302537935025425
female,40+,2.467731993978296,3.846164091989367,3.3063986242967083,3.0722618089118185,3.9717891317546483,3.2104851026594763,4.060804524704692,3.37977814802761,3.77621276900243,4.351100307385011,2.508908947834741,2.8859584301372947,4.262853417636574,4.345899687128775,4.8689866647692845
male,18-40,1.997031021660942,2.875427329500684,4.0310680641818974,3.6713512520196785,3.573735564670336,2.200939960115693,2.3621867880826244,3.83091921261499,2.9504560677846725,4.353751833385947,3.773944352742885,4.60248903084191,4.937939504911176,3.873560268117463,4.885767961633247
female,18-40,5.0,3.497356065963471,4.647938240245528,4.5738783008758634,4.325316701268177,4.212568837431066,2.894086606745612,3.009128672256284,4.971476983462277,2.314175234169279,1.4239782653779443,2.5021963530998383,4.964395372166111,3.060709147124115,3.315639504504742
female,18-40,3.3221449164485684,3.8518121747618603,3.246762105987746,3.6351623746697603,3.8485958756180456,2.291268785845812,3.278930874314965,2.6126856752061265,3.1969689682802724,4.412590469923476,3.4288478961337243,5.0,3.8769471381558755,3.593959229300701,4.03424057753382
male,18-40,2.515485605135394,4.239325803278431,3.034514991466873,3.8037873410113248,4.469624668764211,3.1941767703177315,2.670970207329,3.7202686749737657,3.882721982659437,2.080545630910173,1.9392234709033076,2.178697320559219,3.8513843018969585,2.7401739764774398,2.8054941962701156
female,18-40,2.471054207150374,1.2584338853163288,2.0406346863590725,4.813614471359584,5.0,4.3447629215073675,1.6300630797292084,2.4201916881484165,2.596599224355897,1.5031413100656508,4.098458589732129,2.093269214205,4.4179202576215575,3.5602000711657893,3.604018736579123
male,40+,2.867698911363071,4.7225027493041,3.6798190243772786,4.16275117142222,4.3102438368223215,3.189535984746793,4.521133225033067,4.141618903453207,4.520898337534489,2.2648699949897773,1.5414324493028488,2.5212261158891196,4.129969972868131,3.186080925197982,4.271038320495679
male,18-40,2.7615840637320583,3.0612553098783213,3.6833627785460377,4.605093907662281,4.724851781274181,3.166397138639158,3.3002539184269,3.3790891501674984,3.2885824765772305,4.379119244898813,4.120804341089219,3.0483861876366807,4.7251142406353726,3.1911425401941433,3.757098649876984
female,18-40,3.027299077392954,3.3889339849142344,2.96626069273902,3.299931060171708,3.9368777425087913,2.7427716585607937,2.633520771999383,3.2051679785786473,4.813753911431151,5.0,3.7851466897213673,4.358664258979003,4.933504791462615,2.691179203043764,2.770386423571593
male,40+,1.4276098219575846,3.0194051629663434,2.8220238104978534,3.088623582907644,5.0,2.0392206758142564,3.8842185210983056,3.2425407951062657,4.848754478219677,3.619556161747099,3.1580483472297884,2.49427180942018,4.221907441115257,3.8226645099137606,4.3107150456163845
female,40+,4.042653272187631,5.0,4.894205781724665,3.827654609662418,3.9870550583407987,3.247886376103185,3.4761725420487632,3.6496974050320743,5.0,2.6544071217343097,1.0936973570635977,2.5361334184743938,5.0,4.992302414574041,5.0
female,18-40,2.845061215248476,2.8904143652944727,3.238465454508318,4.8560706473633015,5.0,3.5409836169655504,5.0,4.05676420211457,4.085519118051204,5.0,5.0,5.0,5.0,4.167165840839612,4.796585546930752
female,18-40,1.3255509414687539,1.7589378348161837,2.3249175104605984,2.875388454248597,3.142946481841225,3.28618000350762,2.202232911606415,2.0195444954717905,2.974123430521773,3.033184044827383,4.0606186026279145,2.2400063363109046,4.484095789475008,3.6999538764365365,3.146367751480005
male,18-40,1.5768169911682797,2.928600316224625,1.5136037295601557,3.886121945322438,4.634368760906199,3.4042722876817817,2.6541886611195005,1.497816281939187,3.5994710627259945,4.324565357110818,4.379872466022459,3.8903067182135227,3.7473787167977535,4.405721503290205,4.199063250714332
female,18-40,4.8525490697843745,5.0,4.869750113391104,4.706590364716233,3.185466297705768,2.6803880356481633,2.2778847931075505,3.0982437293514087,3.2717668975742464,2.737078852337488,2.6167564614682783,1.0994304986327705,5.0,5.0,4.64830763042922
female,18-40,3.971085476434214,2.6560826892375715,3.420162200738754,4.458314449412129,4.085162339494252,2.5654322828879894,3.6894927565843156,3.675150968212831,4.132767215308813,2.564949638802669,2.0185939864701306,3.3082585656699046,3.3203971212761862,3.591653524005209,2.8320160538283985
female,40+,1.759573244038514,2.6071997695924765,2.927999983302142,3.9686070037705994,3.7152461510387726,3.4703596957280785,4.38608466661228,3.566379062075109,3.6647666925382842,4.7914767058753,3.121420033438544,3.589214094473984,3.8133044467439596,2.479006710825907,3.6485403642549943
male,18-40,2.2588541810666833,3.929578821344054,2.926354534219164,3.7523184653058603,4.422629998310082,3.9319706957907807,4.193453399260266,3.91781961309825,3.428589010585134,3.145860230257759,3.252197703825811,2.879477563081872,3.849903303423174,2.826139696510486,3.576964863741445
male,18-40,2.3890593084024974,4.60528602880308,2.782676994199268,4.219380101227231,4.063770740882023,2.227855440237588,4.3434222633974136,3.4471155204065353,4.429763214508683,3.09055808263954,2.7960579512162145,2.1397891562258637,3.6384107694548886,4.586575956707142,4.049176228946351
male,40+,2.112299027803532,1.9676138194352495,3.365805918440325,3.3439362002742246,4.197007708342359,3.541571173506109,3.43754229404991,3.0048554409784023,3.063908845642656,3.6400046237399337,2.6479538028860574,1.3856978595284417,3.275626779415097,1.6376262304212044,3.152053618590503
male,18-40,3.5724657976937233,3.88429717177464,2.826455597485152,2.6875354577310624,4.075915545918267,3.1684624516220916,4.817716180463224,3.373547037184635,4.734485639181968,2.1909227168033025,2.052724388621582,1.0,3.2142837821878567,3.2759697756884196,4.595286744302206
male,40+,3.1292067832992414,3.6784024055289724,3.9741515495781923,4.013677435635209,3.96091535200399,2.914759926237312,1.9142413804431302,2.067088226550967,4.153498080981947,3.0426097274717026,1.6059591018475792,1.8229479494177856,4.451328298903195,4.102971100852612,4.377160783481142
female,40+,2.7792446478328143,4.042307094337736,3.8608292450555224,4.962646992357216,4.240690862527329,3.778407734931516,4.456765585328671,3.8188633683437905,4.300475425013982,3.548991876609505,2.5319170792522208,3.0509338045720718,4.871516935645498,4.6501659989902535,4.430551995201436
female,18-40,4.161559740971054,3.9381130372698534,2.7534718128788427,5.0,4.8311861291302165,4.235970672459491,3.892012261775646,3.5105303646400774,4.840238341313013,3.8247744384458136,2.3353238264787235,3.6511579858553356,4.075523081454964,3.411754910744723,4.922134203250007
male,18-40,2.883385574673063,1.6126538522107128,1.4925505497537592,3.2661471822649952,3.629432463046247,2.7264503612144475,2.0267816081123096,2.31708133387305,2.833444894285146,2.6679061284868055,2.315085068442823,2.7841474412640603,4.110944175216117,3.9483600343196676,3.4774338072063014
male,40+,2.1755039569340835,2.7626888464865984,3.6231629560167997,2.78458937949742,4.010753536873776,3.104310091976876,2.176803922353236,2.0184996727148885,3.5046274032203373,3.396687948425326,2.6667810764967648,3.086664167942208,4.747623923004075,4.903490396481562,3.782925346297866
female,40+,3.297788937714535,2.2051962551784685,3.5474011487104855,3.632065906050553,4.553682085692195,3.5289638703414625,3.216499047777739,2.3283207069095537,1.7847871472905514,3.5501654434749557,3.454307356959341,3.7467713857198177,3.250855802671767,3.4558729562134,3.721341008015361
female,40+,3.4141872770261337,3.9260594375260323,4.24410616507192,3.6807984752628995,3.747216597364534,3.0532484476008186,5.0,3.6382807693872143,4.363957434395736,3.1772798070031105,1.8126308028049805,3.4666853927142887,3.6365690121814924,4.7827788554502,4.838212717521607
male,18-40,2.231459020561526,3.4249604255389947,3.4938547103340096,3.8892147734740763,3.752473705871941,3.390185532060437,2.6005735282567657,1.5389271967433549,3.224300398569538,3.7565320665494406,3.7054325218358426,1.692031382904336,4.18651772204904,4.204199903149474,3.923239810273299
female,40+,2.4824871225469876,2.5207789336471302,3.4157198668177693,4.401980261582133,4.204627949224746,3.024743103089103,5.0,4.370670391143852,4.8563674682868445,4.188481409008854,2.6585155690975193,4.265490167162675,2.31611955941354,3.647776934779226,3.380340910719637
male,18-40,1.7769611959841947,3.05283560286059,2.5526656896071898,3.2933646001891153,3.0333006325126526,3.238965432861993,2.411610535260123,2.218914758517752,2.111008439947587,3.5539696957341422,3.9866318048040275,2.74964395594383,4.309010990378938,5.0,4.5870304528668235
female,18-40,1.9677153321183993,2.9467776481190384,2.929052795843244,4.229091647511763,4.801717317174891,3.300032742020929,3.7900166509048567,3.0773401577228796,3.9751102592342544,3.04684949730953,3.2184888213405247,1.3578376785490454,3.2415396388028164,4.381069548823751,3.001551228240471
female,18-40,4.385691727757312,3.955787864997274,4.706141365856018,4.952291304782154,4.0541490634724475,3.6705331097401452,4.528246947405797,5.0,4.92227742562662,1.8920397912493847,1.0,1.2342412001802556,4.081911177830223,5.0,5.0
male,18-40,1.675943161680177,2.200864156524794,2.028036924767279,3.450989660390502,3.7678206577586915,2.6802657360302753,2.7656807030962174,2.5817565965820477,2.985530793411842,2.8980522184308666,3.2038683801665453,2.0391679681785706,3.7845053830849427,5.0,3.5100246424126667
female,Under 18,2.822101908933721,4.39373509854439,1.9752327285982345,3.8904354659911813,4.146431475340225,3.224058792857591,3.8643018451405635,3.255165865578056,3.4314717034280675,4.0567887435404,3.561189818750272,3.5029471949851083,5.0,2.574443381334976,4.269184098474752
female,18-40,2.697061774420966,2.8637650620414417,3.29113994053636,3.151423854171009,3.113953163863778,2.4262660574893014,4.076655301648878,2.543097065553645,2.9287087097318434,3.3370166811552204,3.27446254093665,3.2196573566290936,3.5548513860100623,2.900835272996815,4.143542175952387
male,40+,2.2480636598938193,2.757192672007987,3.5506650712569976,3.316541560707449,4.2231668377629425,2.662445239554988,3.319236726909176,3.3505535289049826,2.6872870481896465,4.513625894564161,2.8646182729213168,3.4170972037085585,4.525965960411124,3.593722707313458,4.275348971410072
male,18-40,2.8179431919960196,3.1161358693429295,3.41830226385137,3.760176785897108,4.541422519569718,2.9532935759791594,1.4699723526080115,2.179663245998578,2.4916861161703814,3.0671014043563463,3.3112175537616952,4.225745113382218,5.0,5.0,4.408291129899492
female,18-40,4.221933198866384,2.938422589816301,3.8862978144305145,3.6639763521457094,4.394940676701778,3.40708405740518,5.0,4.086654819333477,4.090044001762426,3.687424643316516,2.956253810350726,2.6031991961070045,3.45148071610357,4.3558414828546095,3.6720761156117905
female,18-40,3.27865064099959,3.305662476543339,4.324521832060583,4.928612448062779,5.0,3.7184779689803746,4.882945087934617,4.779107931705628,5.0,3.4568691422486095,1.4638574982210952,1.7527474921573258,4.36239956749685,3.082004207377589,3.2757319492905723
